PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
LaY91,5rk1/ppp3p1/3p1b1p/3P1N2/2P2P2/qPr5/P1Q5/1K1R3R w - - 4 28,f5h6 g7h6 c2g6 f6g7,1214,79,70,63,advantage master masterVsMaster middlegame short,https://lichess.org/94zVSeqV#55,,,4
IQ1vN,r4r1k/4q1b1/1p1pB1PR/2pP1P2/2P5/4Q3/p1K5/8 b - - 0 28,g7h6 e3h6 e7h7 h6h7,1293,76,97,10664,endgame mate mateIn2 short,https://lichess.org/UHk1VqUc/black#56,,,4
S1vnD,r1b1k3/p2n1p2/2p2q1p/1p2p2r/4Pp2/1BPNbP2/PP1NQ1PP/R4R1K w q - 7 19,f1d1 h5h2 h1h2 f6h4,1164,76,100,615,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/65hFv5tS#37,,,4
ah2In,1q6/2p2k2/Pb2Rp2/4pPp1/3pP1Pr/1B1P1KQ1/r4N2/8 b - - 10 53,a2a3 e6b6 a3b3 b6b8,1173,74,97,4362,crushing discoveredAttack discoveredCheck master middlegame short,https://lichess.org/jjJjN63r/black#106,,,4
spkxP,2k2b1r/p1p2B1p/2r1pnp1/p7/2NP2P1/4P3/PP3P1P/1R2K2R w K - 2 16,c4a5 f8b4 e1e2 b4a5,1034,74,98,5337,advantage fork middlegame short,https://lichess.org/UykqgUQX#31,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,,4
hVWLZ,3r1rk1/1p3p1p/p1pqn1p1/6b1/1P1P4/P2Q3P/1B1R1PP1/1B1R2K1 w - - 6 22,d2e2 e6f4 d3c2 f4e2,1094,77,88,159,crushing fork middlegame short,https://lichess.org/EZVlwGIR#43,,,4
1ts0E,1k4q1/1pp3r1/3p2r1/1p2p3/4P2b/2P1B1NP/PP2QPP1/R5KR w - - 15 28,g3f5 g6g2 g1f1 g2g1 h1g1 g7g1,1291,92,79,27,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/D4Qra6Ba#55,,,6
XtT0p,r3qrk1/p1p1Bppp/2bp1N2/2b5/4P3/2P5/PP3PPP/R2QK2R b KQ - 1 13,g7f6 d1g4 g8h8 e7f6,1223,75,97,21717,intermezzo kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hLxpyhWX/black#26,Three_Knights_Opening Three_Knights_Opening_Other_variations,,4
SbZpA,1r4k1/2b3p1/pp2pp2/5b1p/2NP4/2P1QP1P/PP4P1/R3RK1q w - - 3 32,f1e2 h1g2 e3f2 f5d3 e2d3 g2f2,1104,190,41,23,crushing deflection long middlegame,https://lichess.org/1FJY1Kt7#63,,,6
7skxW,2r2rk1/pp5p/4R1p1/4Q3/6P1/8/PPP2q1P/1K2R3 w - - 2 29,e6e7 f2c2 b1a1 c2c1 e1c1 c8c1,1131,94,52,43,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/EapnhOUv#57,,,6
jHEIi,r5k1/5pp1/2p1q1bp/pp6/3pP2B/2P1P3/PP4QP/R5RK w - - 0 24,e3d4 g6e4 a1e1 e4g2,1017,88,89,138,advantage kingsideAttack middlegame pin short,https://lichess.org/x32fBT0E#47,,,4
0joHv,2kb3r/1b3q2/pB1pB2p/1p4p1/8/P4n2/1PP1QP1P/4R2K b - - 0 28,f7e6 e2e6 c8b8 e6d6,1020,76,99,905,advantage hangingPiece middlegame queensideAttack short,https://lichess.org/ef2DMT9N/black#56,,,4
k3vGA,6k1/2Q3p1/7p/4Ppq1/1Pp5/P3PR2/6PP/1B1r2K1 w - - 1 29,f3f1 g5e3 g1h1 d1f1,1009,80,88,296,backRankMate deflection endgame mate mateIn2 pin short,https://lichess.org/T9FzztMw#57,,,4
QqNmA,8/8/8/p2k1p1p/1K2p2P/P3P1P1/8/8 w - - 0 39,b4a5 d5c4 a3a4 c4d3 a5b6 d3e3,1279,74,98,1139,advantage endgame long pawnEndgame,https://lichess.org/W8kZS1F9#77,,,6
GraUB,1R5Q/5k2/q2p2p1/2p1p3/4Pb2/5Pp1/1P4K1/8 w - - 9 54,h8c8 a6e2 g2h3 e2h2 h3g4 h2h5,1258,77,93,108,endgame long mate mateIn3,https://lichess.org/aWUMH00B#107,,,6
Vuh6V,2rr4/pp4kp/2p3p1/2np2N1/8/2P4P/P1P2PP1/2KRR3 w - - 0 20,e1e7 g7f6 e7h7 f6g5,1118,82,90,1659,advantage defensiveMove endgame short,https://lichess.org/EG1ICHNs#39,,,4
UgGw3,2r3k1/q4pp1/4p2p/p7/Q7/1P5P/P4PP1/3R2K1 b - - 3 31,c8c2 d1d8 g8h7 a4e4 g7g6 e4c2,1290,82,57,91,crushing endgame fork long,https://lichess.org/6fDzKvkq/black#62,,,6
AzPRi,5rk1/1p4q1/4prp1/2Pp1nQ1/p2P1P2/P1P3PR/8/6KR b - - 4 31,g8f7 h3h7 f7g8 h7g7,1119,79,88,120,advantage middlegame pin short,https://lichess.org/OKzqAxzT/black#62,,,4
jefLu,1kr5/1p5p/2q1ppp1/3p4/3b2PP/pP1Q4/P1P2P2/1KBR4 w - - 0 33,d3d4 c6c2 b1a1 c2c1 d1c1 c8c1,1261,79,87,1276,deflection endgame long mate mateIn3 queensideAttack,https://lichess.org/vgAmEebb#65,,,6
HlAZ9,r3k1r1/pppqb1pp/8/3p2B1/2nP2b1/2N5/PPP2PPP/R3QRK1 w q - 7 13,g5e7 d7e7 c3d5 e7e1,1047,88,85,159,advantage middlegame short,https://lichess.org/21EIVoh7#25,Vienna_Game Vienna_Game_Max_Lange_Defense,,4
U602N,6rk/5Qpp/1p6/p6R/3q4/7P/PP4P1/7K b - - 4 31,d4b2 h5h7 h8h7 f7h5,1184,76,98,510,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/p74deuJM/black#62,,,4
drgtI,2kr1b1r/1pp2ppp/p1p5/5q2/3P2bR/2N2N2/PPPB1PK1/R2Q4 b - - 3 19,d8d4 f3d4 g4d1 d4f5,1011,85,94,673,crushing hangingPiece middlegame short,https://lichess.org/0WXjIt1v/black#38,Ruy_Lopez Ruy_Lopez_Exchange_Variation,,4
kQcVM,8/1R6/5k1p/p4n1P/6p1/3K4/PP6/8 w - - 0 44,d3e4 f5d6 e4f4 d6b7,1045,83,71,66,crushing endgame fork short,https://lichess.org/NtPEZ9Vp#87,,,4
OD09v,r6k/5p2/5N1p/1p6/3n1P2/P2P3P/2PK1P2/6R1 w - - 0 30,d2c3 d4e2 c3b4 e2g1,1032,78,100,331,advantage endgame fork short,https://lichess.org/bCliDG39#59,,,4
sY9om,8/2k5/6p1/1P1P4/p3K2P/8/8/8 w - - 0 44,e4e5 a4a3 e5e6 a3a2 d5d6 c7d8,1258,76,94,1113,advancedPawn crushing defensiveMove endgame long pawnEndgame,https://lichess.org/VgnMjcwm#87,,,6
bGWPk,8/p2k4/1p1P4/8/2P2P1p/PPKR4/6r1/8 w - - 0 32,d3h3 g2g3 h3g3 h4g3,1103,83,84,271,crushing endgame rookEndgame short,https://lichess.org/n1xjtslu#63,,,4
Nly7g,2rr2k1/1p4p1/1b3pBp/1q1b3P/1P3BP1/3p1P2/1Q1R2K1/R7 w - - 2 38,g6d3 d5f3 g2g3 d8d3,1156,90,94,1259,crushing discoveredAttack master middlegame short,https://lichess.org/EN8nZWm0#75,,,4
TFqAN,r2br1k1/6p1/3p1p1p/p2N1P2/4q3/Pp3Q2/1P1R2PP/3R3K w - - 0 33,f3b3 e4e1 d1e1 e8e1,1129,79,67,96,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/A7HyLuww#65,,,4
rdqA6,4r1k1/ppp2p2/3p2Rp/3P4/5q2/P2QrP2/KPP5/6R1 b - - 0 26,f7g6 d3g6 g8h8 g6g7,1198,78,93,385,endgame mate mateIn2 short,https://lichess.org/7ZS7gmGx/black#52,,,4
ufLq7,5r1k/8/3pB2p/3P2b1/1q6/6Q1/P3RPP1/5K2 w - - 4 40,f1g1 b4b1 g1h2 g5f4 g3f4 f8f4,1090,76,86,2515,crushing endgame long pin,https://lichess.org/O2IfIQhq#79,,,6
7TdTN,4r1k1/1pp1qpp1/p1bbr2p/4N3/8/2P2N2/PPQ2PPP/3RR1K1 w - - 2 20,e5c6 e6e1 f3e1 e7e1 d1e1 e8e1,1096,78,94,272,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/bxed9M0t#39,,,6
ojMLQ,8/5p2/8/5p1p/1k1Pp1pP/4P1P1/5P2/5K2 b - - 1 39,b4c3 d4d5 c3b4 d5d6 b4c5 d6d7,1018,82,82,50,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/JMmzLq46/black#78,,,6
GSsiz,1r2n1k1/3n2bp/b5p1/3pP1N1/p4B2/P4Q2/2P2RPP/Rq4K1 w - - 2 24,a1b1 b8b1 f2f1 b1f1 f3f1 a6f1,1166,86,94,3022,crushing fork long middlegame,https://lichess.org/JfJMlVNP#47,,,6
kxpdv,2r1r2k/pq3p1p/4pPp1/2p5/3pR2Q/2P5/PP3PPP/1R4K1 b - - 2 25,e8g8 h4h7 h8h7 e4h4,1159,81,81,43,attraction endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/1ibmtl1b/black#50,,,4
ohD1h,8/8/8/5pk1/p2N2np/P1K5/1P4P1/8 w - - 2 45,c3b4 g4e3 b4a4 e3g2,1149,85,92,2324,crushing endgame knightEndgame master short,https://lichess.org/qL4dYXhV#89,,,4
gN3xT,1k6/8/2p3Pp/2p5/1p3P2/N3nK2/6P1/8 b - - 0 42,b4a3 g6g7 b8b7 g7g8q,1122,77,98,2678,advancedPawn crushing endgame knightEndgame promotion short,https://lichess.org/crDmYjxx/black#84,,,4
HhP4i,r5r1/p3Q3/1pp3kp/5q2/3BN3/1P6/P1P5/2K5 b - - 3 31,g8f8 e7g7 g6h5 e4g3 h5h4 g3f5,1263,78,93,271,crushing endgame fork long,https://lichess.org/sPRqWwbp/black#62,,,6
M2qYv,6r1/pp4k1/2p1Pp2/3p1p1p/3P1P1P/8/PP5K/6R1 b - - 2 32,g7f8 e6e7 f8e7 g1g8,1254,75,100,294,advancedPawn crushing deflection endgame rookEndgame short,https://lichess.org/snudSEeR/black#64,,,4
eIoeb,r4rk1/1p3pp1/7p/8/1q2Bb2/2B5/2Q2PPP/3R2K1 b - - 0 26,b4c4 e4h7 g8h8 c3g7 h8g7 c2c4,1165,76,64,143,advantage discoveredAttack long middlegame,https://lichess.org/ml05iIkS/black#52,,,6
gemFT,rq3rk1/1b1pbppp/n3p3/1Npn4/P3P3/5N2/1P1BBPPP/R2Q1RK1 b - - 0 14,d5f4 d2f4 b8f4 d1d7,1274,79,89,580,advantage discoveredAttack master masterVsMaster middlegame short,https://lichess.org/UE10Qq93/black#28,Benko_Gambit_Accepted Benko_Gambit_Accepted_Modern_Variation,,4
4ZL8d,8/r3r2p/1K4p1/pR6/P5P1/5Bk1/6P1/8 b - - 25 58,e7b7 f3b7 a7b7 b6b7,1296,76,86,464,crushing endgame master short trappedPiece,https://lichess.org/uMh06H9B/black#116,,,4
ugcQO,6k1/7p/3N2p1/2R5/r4n2/8/6PP/6K1 w - - 0 36,g2g3 a4a1 g1f2 f4d3 f2f3 d3c5,1216,76,93,300,advantage endgame fork long master,https://lichess.org/RNhZ3GPb#71,,,6
qrdi5,6k1/5pp1/4p2P/p1ppP1Q1/4bB2/P1P1P1K1/8/7q b - - 8 44,h1h6 g5d8 g8h7 f4h6,1017,77,89,323,crushing discoveredAttack endgame short,https://lichess.org/Vpvm0k5F/black#88,,,4
ewJhU,8/2R5/3p2p1/r2k2K1/5P2/2P5/8/8 b - - 5 44,a5c5 c7c5 d6c5 g5g6 d5c4 f4f5 c4c3 f5f6 c5c4 f6f7,1269,78,89,995,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/5IsivCG6/black#88,,,10
wPB88,r3r3/p3pk2/6R1/qp1pPp2/2p5/2P5/PP1N2R1/3K4 b - - 2 27,e8g8 e5e6 f7f8 g6g8,1215,75,84,447,endgame mate mateIn2 short,https://lichess.org/U8k1g5NQ/black#54,,,4
4jmt2,8/2R2pp1/4p1kp/3pB3/3P2PP/3bPP2/6K1/5r2 b - - 4 34,f1e1 h4h5 g6h7 c7f7,1050,75,85,278,crushing deflection endgame master short,https://lichess.org/VxhCD7HA/black#68,,,4
rwES3,7r/p1pk1p1p/QP6/4P1p1/4npq1/B7/P1Pr2PP/1R3RK1 w - - 3 20,a6b5 c7c6 b5d3 d2d3,1152,83,94,2022,crushing defensiveMove middlegame short,https://lichess.org/dHFJC9l2#39,,,4
WmcAm,r2qk2r/1b2bppp/p3pn2/2p1N1B1/8/3P4/PPPN1PPP/R2Q1RK1 w kq - 6 12,f2f3 d8d4 f1f2 d4e5,1101,78,83,260,advantage fork opening short,https://lichess.org/GHgmKjDU#23,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,,4
F90i8,q1r5/4kppp/8/3p1b2/1P1Pn3/4P3/P1Q2PPP/R4RK1 w - - 1 21,c2b3 e4d2 b3d1 d2f1,1040,390,0,2,advantage fork middlegame short,https://lichess.org/vIeD4Jex#41,,,4
mu5T3,rnb2r2/pp4pk/2p1pq2/3pn3/PP6/2N1Q3/2P2PPP/R1B1R1K1 w - - 0 16,e3e5 f6f2 g1h1 f2f1 e1f1 f8f1,1140,253,0,7,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/hx53AP6p#31,Caro-Kann_Defense Caro-Kann_Defense_Campomanes_Attack,,6
yS98t,4r1k1/5ppp/8/3P4/4Q1Pq/R7/2P2P2/6K1 b - - 11 39,e8e4 a3a8 h4d8 a8d8 e4e8 d8e8,1001,135,57,15,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/VAzW9w5i/black#78,,,6
OOxTi,Qbkr3r/B1qn1ppp/2p1p3/1P1p1b2/5P2/5B2/P5PP/RN3RK1 w - - 0 22,b5c6 c7a7 a8a7 b8a7,1251,76,93,5586,crushing opening short,https://lichess.org/4RLihiQT#43,,,4
OZItG,2rr2k1/1bqnbp2/p3p2Q/1p1n4/3N4/2P2N1P/PPB2PP1/R4RK1 b - - 0 19,c7f4 h6h7 g8f8 h7h8,1009,76,98,1526,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/caQ21JWM/black#38,,,4
HS2fF,r1b2k1r/1p1q1p2/p2b1p1p/3N4/2BQ4/8/PP2RPPP/5RK1 w - - 4 18,d5f6 d6h2 g1h2 d7d4,1174,82,63,179,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/FTYkZ8ih#35,Center_Game Center_Game_Kieseritzky_Variation,,4
D4WL3,3r3k/p5pp/1bQ1pq2/8/2P5/3B2P1/P4P1P/5RK1 b - - 2 29,d8d3 c6e8 f6f8 e8f8,1110,75,82,234,endgame mate mateIn2 short,https://lichess.org/GfeHcUBC/black#58,,,4
7Sn1k,1R3br1/3rkp1Q/3p3p/p1pbp1p1/3P2P1/7P/PB1q1P2/2R3K1 b - - 3 28,d2e2 h7g8 d7d8 b8d8 e7d8 g8f8,1243,85,91,3072,attraction capturingDefender crushing hangingPiece long middlegame,https://lichess.org/K7pI7unZ/black#56,,,6
I536S,6k1/8/3q3p/p5p1/2Pp1p2/1P2rP1P/P2Q2P1/3R3K w - - 0 45,d2d4 e3e1 d1e1 d6d4,1051,79,89,75,advantage deflection endgame master short,https://lichess.org/OZKTrDWL#89,,,4
btCem,r1bq4/1p3r1k/p2pP1R1/2pP2Bn/8/2Q4P/P7/4K3 b - - 2 25,d8e8 g6h6 h7g8 c3h8,1193,90,94,3614,fork mate mateIn2 middlegame short,https://lichess.org/U4TTKqs6/black#50,,,4
01GXf,r3k2r/pR2bppp/4p3/3N4/8/8/P4PPP/4R1K1 b kq - 0 20,e7f6 d5c7 e8f8 c7a8,1126,83,95,2015,crushing endgame fork short,https://lichess.org/iduwCdmp/black#40,,,4
PbEff,1r3k2/p1R2p2/2B1r3/8/8/2P5/P1P2PPP/4R1K1 w - - 1 30,e1e6 b8b1 e6e1 b1e1,1118,129,48,20,backRankMate endgame mate mateIn2 short,https://lichess.org/GzFrF8bD#59,,,4
vCUAP,rnbqk2r/ppppbp1p/4pnp1/6B1/2PPP3/8/PPQ2PPP/RN2KBNR b KQkq - 2 5,f6e4 g5e7 d8e7 c2e4,1289,78,86,1163,advantage intermezzo opening short,https://lichess.org/EHqLHatb/black#10,Indian_Defense Indian_Defense_Seirawan_Attack,,4
X3XXQ,2bR1rk1/5rpp/p7/1p1Q4/4P2P/8/1Pq2PP1/4R2K b - - 3 27,c2f2 d8f8 g8f8 d5d8,1167,76,97,5323,attraction mate mateIn2 middlegame pin short,https://lichess.org/NOK5OayU/black#54,,,4
zRFaX,8/p7/3kp3/5pR1/3P3P/4K3/6P1/r7 w - - 1 36,g5g3 a1a3 e3f4 a3g3,1213,83,73,117,crushing endgame master rookEndgame short,https://lichess.org/iQhwHtia#71,,,4
D1cWD,3r4/ppp1k1p1/1b1p1q2/3PP2Q/8/8/PP3PP1/4R1K1 b - - 0 31,d6e5 e1e5 e7d6 e5e6 f6e6 d5e6,1090,91,95,651,advantage endgame exposedKing fork long,https://lichess.org/w9qLjo5P/black#62,,,6
Inohl,rn2kb1r/1p2pppp/p7/3q4/6b1/5N2/PP1PBPPP/R1BQ1RK1 b kq - 3 9,e7e6 d1a4 b8c6 a4g4,1138,78,94,6628,advantage fork opening short,https://lichess.org/sID1VFv4/black#18,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack,,4
wZWhj,r2q1rk1/3p3p/np2p1nQ/p3P3/3P4/P7/2P2RP1/4NRK1 b - - 0 21,d8h4 f2f8 a8f8 f1f8 g6f8 h6h4,1184,76,97,2560,crushing kingsideAttack long middlegame,https://lichess.org/b8hj7YRa/black#42,,,6
oeEy6,8/R7/5k2/5p1P/8/4p1r1/8/5K2 b - - 1 50,f6g5 a7g7 g5f4 g7g3 f4g3 h5h6 f5f4 h6h7,1214,78,94,2197,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/ucY4KncJ/black#100,,,8
8Ov2I,rn1qkbnr/1pp2pp1/p2p3p/4p3/P1B1P1b1/2N2N2/1PPP1PPP/R1BQK2R w KQkq - 1 6,c4f7 e8f7 f3e5 d6e5,1241,91,63,33,advantage hangingPiece opening short,https://lichess.org/osB1KuBt#11,Philidor_Defense Philidor_Defense_Other_variations,,4
