PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
Vuhte,r1b1r1k1/6bn/3p4/1ppP4/1q2P2Q/2N4P/1N1B2P1/1R3RK1 b - - 0 26,g7c3 h4g3 c3g7 d2b4,1751,75,93,243,advantage master middlegame short,https://lichess.org/bL8OcBTY/black#52,,,4
nLUFd,r3k2r/ppq2ppp/2bbpn2/2p5/3P4/1PNP1N2/PBPQ1PPP/2KR3R b kq - 0 11,c6f3 c3b5 c7b8 b5d6,1961,75,92,458,advantage middlegame short,https://lichess.org/5kaQD4RN/black#22,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation,,4
rblZB,8/8/7P/4p1P1/4kr2/6K1/8/8 b - - 0 53,f4f1 h6h7 f1h1 g5g6,1911,75,83,51,advancedPawn advantage endgame master rookEndgame short,https://lichess.org/5RkiBCck/black#106,,,4
UTCOF,b7/p4ppk/1p2p2p/4N3/8/2P1Q2P/PP3PPK/1q6 w - - 0 24,e5f7 b1g6 e3g3 g6f7,1807,75,87,150,crushing endgame short,https://lichess.org/GMtOsRTn#47,,,4
XTudj,8/8/5p2/8/6K1/5P2/6k1/8 b - - 1 63,g2h2 f3f4 h2g2 f4f5,1804,82,92,630,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/96xEOzz8/black#126,,,4
3Wtnz,8/ppkbR3/n1q5/2p2Q2/2Pp2K1/1P4P1/P7/4R2r w - - 0 31,e1h1 c6g6 g4f3 g6f5,1721,81,92,1828,advantage deflection endgame pin short,https://lichess.org/o9vHjqYr#61,,,4
PjFHr,rn1q1rk1/pp3ppp/2pbpn2/5b2/2BP3N/2N5/PPP2PPP/R1BQ1RK1 b - - 5 9,d6h2 g1h2 f6g4 h2g3,1956,82,92,61,advantage hangingPiece opening short,https://lichess.org/Ag7JoYz3/black#18,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation,,4
XsOjJ,4r1k1/1p2bp1p/2p3P1/3qP3/2nPN3/p2Q4/5B2/2K4R b - - 0 28,h7g6 d3h3 e7g5 e4g5 d5h1 h3h1,1825,75,79,74,crushing long middlegame,https://lichess.org/bil5jFND/black#56,,,6
lLQb6,8/8/3Rpp1p/2P2k2/3Pp1p1/4n1K1/7r/8 b - - 3 43,f5g5 g3h2 e3f5 d6e6 f5d4 e6e4,1903,77,89,411,crushing endgame hangingPiece long master,https://lichess.org/87N9Vkn6/black#86,,,6
sileZ,8/6p1/8/4p3/2k3nP/3N2P1/8/6K1 w - - 1 44,d3f2 g4f2 g1f2 c4d3,1628,76,97,4611,crushing defensiveMove endgame knightEndgame short,https://lichess.org/bzHr4NXE#87,,,4
HFvGd,r7/5p1k/4r1qp/p7/P2N1Q1P/6P1/1P3P2/5RK1 b - - 0 35,e6f6 h4h5 f6f4 h5g6 h7g6 g3f4,1738,77,89,576,advantage endgame long,https://lichess.org/jIaXBx6F/black#70,,,6
Ky45H,B2k4/p1qn2p1/1p2R3/2P3pp/6nP/1Q4P1/PP3r2/2R3K1 w - - 0 23,c1d1 c7c5 d1d7 d8d7 b3d5 c5d5,1819,77,93,250,advantage long middlegame,https://lichess.org/rlQJmbbQ#45,,,6
d0gqI,kq4r1/p1pb4/2p5/2Qp4/3P4/1P2b1P1/P1P2R1P/K4R2 w - - 4 31,f2f8 e3d4 c5d4 g8f8,1617,102,78,77,advantage deflection master middlegame short,https://lichess.org/bDnNg7YG#61,,,4
exDg3,r2q1r1k/1p2b3/p1n1pnQ1/8/3p3B/1B3P2/PPPN1P1P/2K3R1 b - - 2 19,f8g8 h4f6 e7f6 g6h5,1808,78,87,94,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/jzA41j2E/black#38,,,4
5CzQ3,r4rk1/pp3pp1/2p1p3/q1bpP3/4P1Q1/1P5R/PBnP2PP/RN5K b - - 2 18,c2a1 g4h5 f7f5 e5f6,1976,98,82,30,crushing enPassant middlegame short,https://lichess.org/FUXVUqlu/black#36,Bird_Opening Bird_Opening_Other_variations,,4
NMtQj,3R4/1p3ppk/p3q1np/1p2Pr2/1P3P2/P2QK1B1/5P2/8 b - - 2 39,e6c6 d3f5 c6b6 d8d4,1711,78,93,3974,crushing defensiveMove endgame hangingPiece short,https://lichess.org/XAXN1Qsz/black#78,,,4
rkgQf,r6k/6rn/3pB3/p1pP2N1/1p1b1P1q/1P6/P3Q1K1/2B2R2 b - - 2 30,g7g6 f1h1 h4h1 g2h1,1624,79,93,732,advantage middlegame short,https://lichess.org/WPJ6EcFC/black#60,,,4
wgJKA,8/2R2pk1/3rRn2/p6p/PpB3p1/1P5P/5PPK/3r4 b - - 0 31,g4h3 c7f7 g7f7 e6d6,1725,76,96,9334,crushing discoveredAttack discoveredCheck endgame master short,https://lichess.org/QULFQR4n/black#62,,,4
VhTmn,3r3r/1p3kpp/p1n1R3/2Q5/5q2/P7/1P3PPP/4R1K1 b - - 2 25,h8e8 c5h5 g7g6 h5h7,1815,78,93,325,crushing middlegame short,https://lichess.org/mvGj5kXI/black#50,,,4
UM9cN,r4rk1/bppqnppp/p2p1n2/3Pp1B1/1PP1P3/P1N3Pb/4NPBP/R2Q1RK1 b - - 2 13,f6h5 g2h3 d7h3 g5e7,1901,77,94,9362,crushing master middlegame short,https://lichess.org/KlKaNNBo/black#26,English_Opening English_Opening_Carls-Bremen_System,,4
60tJb,3q2rk/5p1p/R3pPpQ/1pp5/4P3/P5P1/1B3P1P/3R1bK1 b - - 0 32,d8d1 h6g7 g8g7 f6g7 h8g8 a6a8 d1d8 a8d8,1719,75,100,2388,advancedPawn endgame kingsideAttack master mate mateIn4 sacrifice veryLong,https://lichess.org/MAAnadBO/black#64,,,8
CTkyv,5r2/5pk1/p3r1p1/3p3p/2bQ4/5NPq/P6P/2R1R1K1 b - - 3 29,f7f6 f3g5 e6e1 c1e1 h3d7 g5e6,1879,83,78,72,advantage long middlegame pin,https://lichess.org/I79LdmxP/black#58,,,6
ZK4Ar,r1bq1rk1/pp2ppbp/2np1npB/8/4P3/2N2N2/PPPQ1PP1/R3KB1R b KQ - 2 11,c6e5 h6g7 e5f3 g2f3,1623,77,88,3491,crushing master opening short,https://lichess.org/1RWlRKar/black#22,Pirc_Defense Pirc_Defense_Classical_Variation,,4
6JbrX,8/k7/p5p1/5p2/1p5P/6P1/3K1P2/8 b - - 0 50,a6a5 f2f3 a7b7 g3g4,1835,80,93,1982,crushing endgame pawnEndgame quietMove short,https://lichess.org/JvE2o6oi/black#100,,,4
6dtPG,4k3/5p2/2K5/3PP2p/8/8/8/8 b - - 0 56,h5h4 c6c7 h4h3 d5d6 h3h2 d6d7 e8e7 d7d8q,1713,72,95,15709,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/7FHEEBud/black#112,,,8
m6C9S,8/rR4Bk/4p1pP/6p1/8/1R6/pp1r1PK1/8 b - - 1 42,a2a1q g7b2 a7b7 b3b7 h7h6 b2a1,1655,76,96,22087,advantage discoveredAttack discoveredCheck endgame long,https://lichess.org/sA4wUAEw/black#84,,,6
zdp0K,7r/8/6pp/pp2p1k1/2p1K1P1/P1Pr1P1R/8/7R b - - 3 39,d3c3 f3f4 e5f4 h3c3,1639,75,97,872,advantage discoveredAttack endgame rookEndgame short,https://lichess.org/Pz1I5zB8/black#78,,,4
tdJE2,r4rk1/p2q1ppp/4bB2/3p1B2/2pb4/5Q2/PPP2PPP/R4RK1 w - - 0 16,f5e6 f7e6 f6d4 f8f3,1643,77,94,697,advantage discoveredAttack middlegame short,https://lichess.org/bfTHERVn#31,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted,,4
tosmL,8/ppp5/4P1k1/8/5Rp1/2P1K3/PP5r/8 b - - 2 40,g4g3 e6e7 h2h8 f4f8,1811,75,95,10984,advancedPawn crushing endgame rookEndgame short,https://lichess.org/un35BBeU/black#80,,,4
stDlY,8/p4p1Q/1p6/3Pqkp1/1P6/P4Pp1/6P1/5K2 b - - 3 42,f5f4 h7e4 e5e4 f3e4 f4e5 f1e2,1945,74,80,132,crushing defensiveMove endgame long master queenEndgame,https://lichess.org/XoyrKNSA/black#84,,,6
Krv05,r2q1rk1/1p4p1/3p2pp/3n4/p6P/3BbP2/PPQB2P1/2KR3R w - - 0 20,d3g6 a8c8 c1b1 c8c2,1714,74,93,11341,advantage middlegame pin short,https://lichess.org/qL2DTaL9#39,,,4
ZWuS2,2r3k1/1q3ppp/p2bp3/3n4/P7/1P1QB3/2N2PPP/3R2K1 w - - 4 27,e3d4 d5f4 d3f3 b7f3,1656,75,90,205,advantage middlegame short,https://lichess.org/QyGlHSZI#53,,,4
anxIF,5r1k/6q1/p3Q2p/2pB4/2P5/1P4P1/P6P/7K w - - 5 41,e6a6 g7a1 h1g2 a1f1,1682,74,100,969,endgame mate mateIn2 short,https://lichess.org/7Yh6lgAG#81,,,4
h7UOd,8/8/2Bp4/2kPn3/4KP2/7R/5r2/8 b - - 0 61,e5c6 h3c3 c5b4 c3c6,1776,77,73,65,crushing deflection endgame short skewer,https://lichess.org/X03zNQzq/black#122,,,4
xFWMP,r2qr1k1/pbpp1ppp/1p3n2/2P5/3B4/P1PB4/5PPP/1R1QR1K1 b - - 0 15,b6c5 d4f6 e8e1 d1e1 d8f6 b1b7,1999,75,88,118,crushing long middlegame,https://lichess.org/xEbPMDZ6/black#30,Englund_Gambit Englund_Gambit_Other_variations,,6
AI1n0,5r2/pp5k/3N1r1p/4p1pP/2B2nK1/P1PP4/1P6/3R3R w - - 4 29,d6b7 f4e2 h1f1 f6f1 d1f1 f8f1,1724,80,82,34,advantage long middlegame,https://lichess.org/wbdTWgW2#57,,,6
yCEfO,8/3R3p/p1p3pk/8/4pq2/1PP5/1P4PP/3R3K w - - 2 32,d1e1 f4f2 d7d1 e4e3,1674,75,92,1979,crushing endgame queenRookEndgame short,https://lichess.org/6HuxRDzA#63,,,4
bQvvC,r5k1/5pp1/3p3p/1N1Pp1b1/1Pp1P1q1/4QNPn/2P2PKP/3R4 w - - 3 25,f3g5 h3f4 e3f4 e5f4,1981,80,88,39,advantage middlegame pin short,https://lichess.org/ID1fS7Lv#49,,,4
KW59b,r2qkb1r/1pp2ppp/p1n1p1b1/3p4/Q2P4/2P1PNP1/PP1NBPP1/2KR3R w kq - 0 13,d2b3 b7b5 e2b5 a6b5 a4b5 d8d7,1736,74,88,1081,crushing defensiveMove long middlegame,https://lichess.org/ia7kndln#25,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,,6
XFw4G,6k1/n1PK3p/8/pp6/1P6/8/7P/8 w - - 5 50,c7c8q a7c8 b4a5 c8a7,1661,75,93,570,crushing defensiveMove endgame master short,https://lichess.org/yj3uqxbI#99,,,4
Mcbb1,6k1/5p1p/Q5p1/1r4r1/2p5/3pq2P/1P1R2P1/1B3RK1 w - - 0 36,d2f2 g5g2 g1g2 b5g5 g2h2 e3g3 h2h1 g3h3 f2h2 h3f1,1926,76,90,1677,attraction deflection mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/0bNBzkve#71,,,10
MWrNj,r5k1/p1p2pp1/2p5/3p4/4r1Q1/2q1B3/P4PPP/R4RK1 w - - 4 20,a1c1 c3c1 g4e4 c1f1 g1f1 d5e4,1642,75,90,946,advantage long middlegame,https://lichess.org/Q9dqR3Ne#39,,,6
4w5xV,2r2rk1/1pq1bp2/p3pnpp/8/P1pP3B/2P1Q3/1PB2PPP/1R3RK1 w - - 0 20,e3h6 f6g4 h4g3 g4h6,1761,76,98,1867,advantage middlegame short,https://lichess.org/WGzYMiZP#39,,,4
7cXe7,8/8/7p/6PP/5p2/1Kp2k2/8/8 b - - 0 70,c3c2 b3c2 h6g5 h5h6 f3g2 h6h7 f4f3 h7h8q f3f2 h8a8 g2g1 a8a7,1933,78,92,1934,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/cXCuOah3/black#140,,,12
NiCIo,r3r2k/p2Q2pb/5p1p/5P2/1p4P1/1PqPB3/2P4P/4RRK1 b - - 2 28,c3c2 e3h6 e8g8 e1e7 c2c8 h6g7 g8g7 e7g7,1969,77,93,1283,clearance crushing kingsideAttack middlegame veryLong,https://lichess.org/EuF5J53k/black#56,,,8
UQxQM,3r2k1/5p2/6p1/1p2R2P/3r4/5B2/1q4P1/4Q2K b - - 0 32,d4h4 e1h4 b2e5 h4d8,1622,76,94,1248,endgame,https://lichess.org/DGIPpFKl/black#64,,,4
0R1jL,7r/3n2k1/2p1p1P1/4Pp2/ppQPpBq1/8/PPP5/1K3R2 b - - 3 31,d7b6 c4e6 g4g6 e6e7,1815,82,70,48,crushing endgame short,https://lichess.org/YrOdqGLP/black#62,,,4
OMqCe,3rr1k1/pp3ppp/5n2/2p5/4q3/4P2P/PP2QPP1/1RB2RK1 w - - 2 18,c1d2 e4c2 f1c1 c2d2 e2d2 d8d2,1932,76,93,3810,crushing long master middlegame,https://lichess.org/NQiOyp9O#35,Indian_Defense Indian_Defense_Spielmann-Indian,,6
PqCg0,5rk1/1p3p2/p3pQ1p/q7/1b3PP1/2N4P/PPP1P1R1/2Kr4 w - - 0 23,c1d1 b4c3 b2c3 a5d5 d1c1 d5g2,1884,75,95,4515,advantage endgame fork long,https://lichess.org/fYBWP5xo#45,,,6
dlAvu,r2q1rk1/p1p2ppp/np2pn2/8/1P1N4/P1NP2P1/2PBQPbP/R4RK1 w - - 0 14,d4e6 g2f1 a1f1 f7e6,1746,76,91,1825,advantage intermezzo middlegame short,https://lichess.org/PAWITwyx#27,French_Defense French_Defense_Chigorin_Variation,,4
m7ijz,3B4/8/8/2K4k/2p4P/3p4/8/8 w - - 0 47,d8g5 c4c3 g5f6 d3d2 f6c3 d2d1q,1621,75,96,4744,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/ye11VT9i#93,,,6
xse4S,r4rk1/p1q1b1pp/Rp2bp2/1p2p3/8/3PQ1P1/3NPPBP/R5K1 b - - 1 24,e6c8 g2a8 c8a6 a8d5 g8h8 a1a6,1887,76,88,81,advantage intermezzo long middlegame,https://lichess.org/USvybWKF/black#48,,,6
rLErZ,5r1k/2p3p1/1p1bp1Qq/p3p2P/P1P3B1/1P3PP1/6K1/3R4 b - - 2 33,h6e3 h5h6 e3h6 d1h1 h6h1 g2h1,1866,76,87,83,crushing endgame long pin,https://lichess.org/k02sYGfK/black#66,,,6
tOleV,r2q1bk1/ppp1rppp/2b2n2/3pP1N1/2Q2B2/2N5/PPP2PPP/2KRR3 w - - 0 14,e5f6 e7e1 c4d3 e1d1 c3d1 g7g6,1929,77,93,1454,advantage defensiveMove long middlegame,https://lichess.org/yHeazj41#27,Kings_Pawn_Game Kings_Pawn_Game_Maroczy_Defense,,6
fVNjd,8/3p1k2/2p1p1R1/4Pp1p/2P1n3/8/4K3/5B2 w - - 1 51,g6h6 f7g7 h6h5 e4g3 e2e3 g3h5,1875,77,94,1012,crushing endgame exposedKing fork long,https://lichess.org/hGBjvGY5#101,,,6
xxCKW,8/8/p5p1/1p4P1/6B1/P3p2P/3k2K1/8 w - - 0 46,g2f1 a6a5 f1g2 b5b4,1631,75,82,355,bishopEndgame crushing endgame master quietMove short,https://lichess.org/nLDQZP18#91,,,4
8nuy4,r1q2r1k/p1pb1p1p/1bp1Pp2/8/Q7/5P2/PB3P1P/R5RK b - - 0 20,f7e6 a4g4 f8f7 b2f6 f7f6 g4g7,1688,98,90,23,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/ahZSQG10/black#40,,,6
qpIuE,1r1k2rR/1q4n1/1pQp4/pB1P2p1/1P1pPb2/P4P2/5P2/1K5R b - - 9 39,b7c6 h8g8 d8e7 g8g7,1784,78,79,44,advantage fork hangingPiece middlegame short,https://lichess.org/mUJY20gH/black#78,,,4
8zij1,r4rk1/2p1qpp1/1n5p/p4Q2/Pp1PN1P1/1B6/1PP4P/5RK1 b - - 0 22,e7d7 e4f6 g7f6 f5g6 g8h8 g6h6,1892,112,84,36,crushing kingsideAttack long middlegame pin sacrifice,https://lichess.org/4acztHeK/black#44,,,6
YQvo5,8/1kp5/1p6/4rPR1/6PP/3p4/5K2/8 w - - 0 58,f5f6 d3d2 g5e5 d2d1q,1719,75,85,250,advancedPawn advantage endgame promotion rookEndgame short,https://lichess.org/F0DXRCTq#115,,,4
V1X8I,3r2k1/5ppp/4p2q/p2r4/1p1P4/PPp2N2/2R1QPP1/2R3K1 w - - 1 36,a3b4 d5h5 g1f1 h5h1 f3g1 h6h2,1763,133,74,17,advantage clearance long middlegame quietMove,https://lichess.org/Ev4ljf7i#71,,,6
ep2DZ,R7/5ppk/2p3qp/2N1p1b1/1P2Pn2/2PP1P1P/5KP1/3Q4 w - - 9 32,d1g1 f4h3 g2h3 g5e3 f2e3 g6g1,1819,79,43,45,advantage attraction clearance deflection discoveredAttack endgame long sacrifice,https://lichess.org/HFtMJF8n#63,,,6
W6kXP,6k1/1p3p1p/1q1P4/r4p2/5P2/1r6/1pQ3PP/3R1R1K b - - 1 31,a5c5 c2c5 b6c5 d6d7 g8g7 d7d8q,1679,76,90,488,advancedPawn advantage endgame long promotion sacrifice,https://lichess.org/RgBb5dPa/black#62,,,6
GdaDu,8/2P3k1/3pp2p/5p2/2PPn3/4q1P1/6KP/5Q2 b - - 6 43,e3d4 c7c8q d4d2 g2g1,1931,80,88,82,advancedPawn advantage defensiveMove endgame promotion short,https://lichess.org/gz9sxs6x/black#86,,,4
gRwAT,r1b1rbk1/pppq2pp/2p5/6BQ/4N3/3P4/PPP2PPP/R4RK1 w - - 5 13,g5f6 e8e4 d3e4 g7f6,1742,74,93,4547,advantage middlegame short,https://lichess.org/t2pQlR1D#25,Four_Knights_Game Four_Knights_Game_Spanish_Variation,,4
HCPH4,r3r1k1/1p3ppp/pq2p1b1/3p1n2/PPP3P1/1Q1P1NbP/1B2BP2/R3R1K1 w - - 1 20,g4f5 b6f2 g1h1 g6h5,1973,81,90,1678,crushing kingsideAttack middlegame short,https://lichess.org/M883Y1Kg#39,,,4
2dsIc,8/pp1b2k1/5pp1/8/3P1K1P/1Q3PB1/P5R1/2r1q3 b - - 2 40,c1c3 g3e1 c3b3 a2b3,1748,81,77,69,crushing endgame master short,https://lichess.org/cKqJGEwK/black#80,,,4
FpJXA,8/3k1p2/p2Pp1p1/2K4p/P4P1P/5P2/8/8 b - - 0 37,f7f6 a4a5 f6f5 c5b6 d7d6 b6a6,1916,76,94,3251,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/Su7ATPO2/black#74,,,6
LdLVH,r1q2rkn/pp2bppp/2np4/2p1p1BP/4P3/2PP1NP1/PP3PbN/R2QR1K1 w - - 0 15,g5e7 g2f3 d1f3 c6e7,1627,76,81,67,advantage intermezzo opening short,https://lichess.org/5AYUMlpu#29,Sicilian_Defense Sicilian_Defense_Old_Sicilian,,4
sQi63,2r3k1/8/n1n1Q1pp/1p6/3b2PN/8/3q3P/5R1K b - - 0 32,g8h7 f1f7 d4g7 e6g6 h7h8 g6g7,1991,78,88,126,long mate mateIn3 middlegame,https://lichess.org/nX0lOo30/black#64,,,6
R7yd4,8/7k/4N1pp/8/6P1/1p1Bp2P/2p2b2/1R5K w - - 0 51,d3c2 b3c2 b1a1 e3e2,1682,79,95,22382,advancedPawn crushing endgame hangingPiece short,https://lichess.org/95fsfyfd#101,,,4
a7JTM,r3k1nr/pp1q1ppp/3bp3/2p5/Q1Pn1B2/2NP4/PP2BPPP/R4RK1 w kq - 0 13,f4d6 d4e2 g1h1 e2c3,1730,76,88,206,advantage middlegame short,https://lichess.org/SQ6BXimk#25,English_Opening English_Opening_Anglo-Indian_Defense,,4
AFZYJ,6k1/7r/ppb5/4B3/1P6/P2PN1P1/7r/3RR1K1 w - - 9 37,e3g4 h2g2 g1f1 h7h1,1803,74,98,2137,mate mateIn2 middlegame short,https://lichess.org/lshVeXab#73,,,4
nOO4p,rnbqk1nr/3ppp1p/p7/3N2B1/1p2P3/3P1Q2/BbP2PPP/R3K1NR b KQkq - 1 10,b2a1 d5c7 d8c7 f3f7 e8d8 f7f8,1760,77,79,205,attackingF2F7 long mate mateIn3 middlegame sacrifice,https://lichess.org/wlbxY61B/black#20,Borg_Defense Borg_Defense_Other_variations,,6
cj7qZ,r4rk1/1p3pp1/p6p/4P3/PP1P1n1q/1B3QRP/6p1/4R1K1 b - - 7 25,a8d8 e1e4 d8d4 e4d4,1984,80,87,78,advantage middlegame short,https://lichess.org/Pqhe7U0a/black#50,,,4
1ucZL,8/1N3kn1/4p3/p2pK1P1/8/1P2P3/8/8 b - - 1 44,g7f5 b7d6 f7g8 d6f5,1709,80,91,2948,crushing endgame knightEndgame short,https://lichess.org/L8gttafu/black#88,,,4
isfQ7,2r5/p3qpkp/1p1p1np1/1b1Pp3/1P6/2r2NNP/P2Q1PP1/R2R2K1 b - - 7 23,e7b7 g3f5 g6f5 d2g5 g7h8 g5f6,1623,79,94,1670,crushing deflection long middlegame sacrifice,https://lichess.org/qQzTy5FM/black#46,,,6
U8YpZ,8/7k/5qpp/5P2/6P1/5QK1/7P/8 b - - 1 40,g6f5 f3f5 h7g7 f5f6 g7f6 g3f4,1920,74,83,317,crushing defensiveMove endgame long queenEndgame,https://lichess.org/t1qOl82q/black#80,,,6
NT1yK,r3nk2/pp3ppp/2n1b3/1Q1pP3/3P1q2/P4N2/6PP/2R2RK1 b - - 5 20,e8c7 b5b7 f4e3 g1h1,1629,75,94,3094,advantage fork middlegame short,https://lichess.org/DP1srOmB/black#40,,,4
Yi5HB,8/8/8/7k/6pP/4R3/r7/5K2 w - - 1 52,e3e2 a2e2 f1e2 h5h4 e2f2 h4h3 f2g1 h3g3,1764,75,87,921,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/wjqbS0xD#103,,,8
h6hDW,3k2r1/4b2R/n7/1q1pQ3/1p6/1P1N1P2/2P5/5K2 b - - 0 32,b5d7 h7e7 d7e7 e5d5,1894,77,88,258,advantage deflection master middlegame short,https://lichess.org/UdQLEafN/black#64,,,4
JJdEf,2k5/pR6/2p3p1/6P1/3Pb3/3Qpq2/P7/2K5 w - - 6 41,d3a6 f3h1 c1b2 h1b1 b2a3 b1b7,1696,76,89,3110,crushing endgame exposedKing long master,https://lichess.org/hmanWa9w#81,,,6
kqycN,4k3/1pp2p1B/p2rb2p/8/2q5/2P5/P4PPP/2Q2RK1 w - - 0 31,c1h6 c4f1 g1f1 e6c4 f1e1 d6h6,1644,75,81,120,attraction crushing discoveredAttack endgame long sacrifice,https://lichess.org/neXO8D7v#61,,,6
iLaAo,1r3rk1/1bp2pb1/3p2Q1/p6p/1p1qP2R/1B1P3R/P1P3PP/5K2 b - - 0 27,d4f6 g6f6 g7f6 h3g3 f6g7 h4h5,1705,77,95,10501,advantage kingsideAttack long middlegame,https://lichess.org/OVS8zx0q/black#54,,,6
vEgqv,2r3k1/3q1pp1/7p/p2p4/Pp1Nn3/1Q2P2P/1PR2PP1/6K1 w - - 0 25,d4b5 e4c5 c2c5 c8c5,1985,75,93,7419,crushing endgame master short,https://lichess.org/LTU5reAr#49,,,4
O3b6y,8/p4kp1/4p1p1/4Pn2/Q1prNP2/B4n2/P6r/R4K2 w - - 6 30,e4g5 f3g5 a4a7 f7g8 a7a8 g8h7,1834,75,74,109,advantage defensiveMove long middlegame,https://lichess.org/lHtzuBgz#59,,,6
ijNGs,2kr3r/p4p2/1p2p3/1b1pN3/3P4/1NP3q1/PP1Q3p/R4R1K w - - 2 24,f1f7 d8g8 f7f8 g8f8,1868,75,94,2159,crushing middlegame quietMove short,https://lichess.org/3Iai5S0O#47,,,4
