PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,n_moves
dmyW7,rn1qk1nr/pp3ppp/2pbp3/3pN3/3P1B2/3PP3/PP3PPP/RN1QK2R b KQkq - 2 7,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1308,74,94,16836,crushing long opening pin trappedPiece,https://lichess.org/3yOJVTlq/black#14,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation,,6
CafBl,6rk/R4Rb1/4p2p/8/P7/1qp2P2/4QP1P/5K2 w - - 3 32,f7b7 c3c2 b7b3 c2c1q e2e1 c1c4,1526,78,93,3417,advancedPawn advantage endgame long master promotion,https://lichess.org/Br3Lw6iq#63,,,6
Bl5tI,r3k2r/p1p2p1p/bpn1pp2/8/4Q3/2P1P3/PP2q2P/2KR1R2 b kq - 1 16,a8d8 e4c6 e8f8 d1d8 f8g7 f1g1,1451,77,66,79,crushing deflection hangingPiece long middlegame,https://lichess.org/MgrVt2Oa/black#32,French_Defense French_Defense_Tarrasch_Variation,,6
mZrDf,8/8/8/1P1nN1pp/8/2P3kP/3K4/8 b - - 0 49,g3h3 c3c4 d5b6 c4c5,1353,79,94,1075,crushing endgame knightEndgame short,https://lichess.org/kv0ccvKA/black#98,,,4
47n8M,2kr3r/p2p1pRp/1p2p3/8/2qPnP2/4P3/P2B3P/R2QK3 b Q - 1 17,h8g8 a1c1 g8g7 c1c4,1394,77,93,1793,advantage middlegame pin short,https://lichess.org/xAgzuELu/black#34,Benoni_Defense Benoni_Defense_Old_Benoni,,4
ZLzSH,8/pk2Q2p/8/1p2p3/4q3/1P1r2PK/b4P1P/2R5 b - - 1 29,b7b6 e7c7 b6a6 c1c6 e4c6 c7c6,1438,75,98,2420,crushing endgame long,https://lichess.org/XASt6TZD/black#58,,,6
AJW6e,6rk/1bp1PQpp/2p3p1/3p4/P7/4q3/6PP/5R1K b - - 0 33,b7a6 f7g8 h8g8 f1f8,1595,75,97,6253,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/PT9eL70p/black#66,,,4
wFWGD,2r3k1/5pp1/p1qrb2p/1p6/8/2PBR2P/5PP1/R3Q2K b - - 6 29,c6c3 d3h7 g8h7 e3c3,1308,77,81,305,advantage discoveredAttack middlegame short,https://lichess.org/qYuOhrN7/black#58,,,4
CU0By,r2qkb1r/pp3ppp/4pn2/2P1N3/3p4/8/PP2QPPP/RN3RK1 b kq - 0 12,f8c5 e2b5 f6d7 e5d7 d8d7 b5c5,1373,76,86,1276,advantage capturingDefender fork long middlegame,https://lichess.org/SdW5Bqfm/black#24,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation,,6
8TIsd,r2qk2r/5pp1/p3p1p1/1p1nP3/1PpPN3/P1P1b1N1/4Q1PP/R4RK1 w kq - 2 20,g1h1 h8h2 h1h2 d8h4,1398,79,94,2586,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/uI3h48nw#39,,,4
Ocl2l,8/R5pk/5bRp/5P2/1r3K2/8/8/8 w - - 5 48,f4e3 f6d4 e3d3 d4a7,1325,93,80,19,crushing endgame fork short,https://lichess.org/nffzsKEs#95,,,4
KRLjV,r1b2rk1/pp2b1pp/2n1pn2/q1Pp4/8/2P1BN2/PP2BPPP/RN1Q1RK1 b - - 4 10,e7c5 b2b4 c5b4 c3b4,1513,75,85,569,advantage fork opening short,https://lichess.org/gIbOGFsM/black#20,French_Defense French_Defense_Advance_Variation,,4
aNDUp,3r1k2/pp4pp/4B1b1/4P3/Pq1P4/3Rp3/7P/3Q3K b - - 2 31,g6d3 d1f3 d3f5 f3f5 f8e7 f5f7,1336,75,80,1117,endgame long mate mateIn3,https://lichess.org/SMRPsnGB/black#62,,,6
X6nJS,6rk/p4p1p/5pq1/3Q4/3Pp3/2P1P3/Pr1N1PPP/6RK w - - 3 25,d2e4 g6g2 g1g2 b2b1 g2g1 b1g1,1365,75,96,3772,endgame long mate mateIn3 sacrifice,https://lichess.org/7ONPF7eH#49,,,6
zPSRF,8/8/4npk1/4p2N/5PP1/4K1P1/8/8 b - - 0 46,e5f4 h5f4 g6g5 f4e6 g5g4 e3f2,1470,77,98,4874,crushing defensiveMove endgame knightEndgame long,https://lichess.org/Us1F8pXP/black#92,,,6
Azzh8,r2qk2r/1pp2p1p/pn4p1/3P4/3bB3/5PP1/PPQN1P2/R3K2R b KQkq - 2 15,b6d5 c2a4 c7c6 a4d4,1316,75,96,31006,advantage fork middlegame short,https://lichess.org/R5KrX3FA/black#30,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,,4
lKAHO,3r1rk1/5pb1/p1npq1pp/1p3P2/2p4Q/2P1B2R/PP2B1PP/3R2K1 b - - 0 26,e6f5 e3h6 g7h6 h4h6,1552,92,0,70,advantage middlegame short,https://lichess.org/me2d1oE6/black#52,,,4
7wbAn,2k2r1r/1pq2ppp/p3p3/b2pPb2/1P3B2/4R3/2P2PPP/RQ1B2K1 b - - 0 20,d5d4 a1a5 d4e3 a5c5,1510,156,0,10,crushing middlegame pin sacrifice short,https://lichess.org/UOs6wvKH/black#40,,,4
SlwrG,r1b2n1k/1p4p1/p1p1p3/3p4/2PP4/1KN5/PP1q1n1P/1Q3R2 b - - 1 25,f2e4 f1f8 h8h7 c3e4 d5c4 b3c4,1327,128,85,29,crushing hangingPiece long middlegame,https://lichess.org/oR2aqKTa/black#50,,,6
d4lKq,8/8/8/1R6/p4r2/Pp1P1Pk1/1P2K3/8 w - - 2 43,b5b4 f4b4 a3b4 a4a3 b2a3 b3b2 e2d2 b2b1q,1503,75,97,2946,advancedPawn crushing endgame promotion rookEndgame veryLong,https://lichess.org/0w09qA2n#85,,,8
2JZ74,2Q5/6pk/7p/3P4/3q4/P1p4P/3r1PP1/2R3K1 w - - 4 37,c8c3 d4f2 g1h2 f2g2,1568,77,95,11469,endgame mate mateIn2 short,https://lichess.org/F5vNjoFA#73,,,4
S4IQO,5r1k/1p4pp/p2Q4/3Pp3/2P2r2/1P6/P2q1P1P/R4R1K b - - 0 26,f4f2 d6f8 f2f8 f1f8,1305,75,63,191,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/qosL63Xa/black#52,,,4
RWG6e,2kr3r/1pp2B2/pn5R/8/8/4B3/PPnN1P2/R6K w - - 1 24,a1d1 c2e3 h6h8 d8h8 h1g1 e3d1,1467,75,96,10789,crushing exposedKing long middlegame,https://lichess.org/zXvDEJSZ#47,,,6
U15Kp,5r1k/6p1/2b4p/1p6/2p2qB1/2P4P/1P2r1P1/1Q3RK1 w - - 0 36,f1f4 e2g2 g1f1 f8f4,1347,108,100,58,endgame,https://lichess.org/44JCUDsm#71,,,4
o7MSC,3q1rk1/1p2ppbp/5Bp1/1b6/Q7/4PN2/3P1PPP/2R3K1 w - - 0 20,f6e7 b5a4 e7d8 f8d8,1471,77,94,8425,advantage master middlegame short,https://lichess.org/D1x4sfrS#39,,,4
KCG88,5rk1/R4p1p/5r2/1PPQ4/1q6/4P1P1/7P/3BR1K1 w - - 3 43,b5b6 b4e1 g1g2 e1f1,1507,76,74,512,hangingPiece mate mateIn2 middlegame short,https://lichess.org/CEFXydZh#85,,,4
unmrZ,rn2kb1r/ppq1pppp/2p1b3/3n4/2BP4/2N2N2/PPPB1PPP/R2QK2R w KQkq - 10 10,e1g1 d5c3 d2c3 e6c4,1333,81,60,92,advantage discoveredAttack opening short,https://lichess.org/b45N2u1h#19,Scandinavian_Defense Scandinavian_Defense_Main_Line,,4
TM6Jt,8/8/4kb1p/2B5/1P2N3/P1np3K/8/8 w - - 4 51,e4f6 d3d2 f6g4 d2d1q,1441,89,74,20,advancedPawn crushing endgame promotion short,https://lichess.org/eGmdJocu#101,,,4
UrrPW,8/8/1p1k4/p1p1p3/PP2PpK1/2PP4/8/8 w - - 0 36,b4b5 c5c4 d3c4 d6c5,1512,76,86,1376,crushing endgame pawnEndgame short,https://lichess.org/cduGh6Ma#71,,,4
7qG3Q,8/6k1/1R3r2/1Pp1bP2/2PpB3/r2P1K2/p7/R7 w - - 1 53,e4c6 a3d3 f3e4 d3e3,1551,76,92,613,crushing endgame master masterVsMaster short,https://lichess.org/ZF33TgXK#105,,,4
v5rbm,r5k1/1b4pp/p3qr2/1p2p1B1/8/P2B3P/1PP3P1/R2Q3K w - - 4 23,g5f6 e6h3 h1g1 h3g2,1369,78,62,45,mate mateIn2 middlegame pin short,https://lichess.org/KWn3Vkzc#45,,,4
cU4qH,4kr2/1pp2q1p/1pn4Q/5p2/8/4PBP1/7P/5RK1 b - - 0 23,f7g6 f3h5 g6h5 h6h5,1425,74,96,3586,crushing endgame pin short,https://lichess.org/l6HCADlH/black#46,,,4
vifry,r4r2/ppp2pk1/3pb1p1/8/3nP3/2NP2qP/PPP2NP1/2RQ1RK1 w - - 2 19,c3e2 d4f3 g1h1 g3h2,1560,78,91,611,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/HaGvnMXl#37,,,4
0biG3,5r1k/2p3pp/pb1p4/1p2p3/4q1N1/3R3P/PP3rP1/3Q1R1K w - - 0 23,f1f2 b6f2 g4f2 f8f2 d3f3 f2f3,1433,76,100,1136,advantage long middlegame,https://lichess.org/V8t45No4#45,,,6
i96At,r6k/1q4bp/p2nP1p1/1p1P1rR1/2p2p1B/2P2P1P/PP1QB3/2K4R b - - 2 27,b7d5 d2d5 f5d5 g5d5,1561,77,84,99,crushing middlegame short xRayAttack,https://lichess.org/Hx53jn9O/black#54,,,4
JrMYO,2k4r/1pr2ppp/p4n2/B1p5/N1P2b2/1Q1P1B2/PP3q1P/1K5R w - - 2 22,a5c7 f2f3 c7f4 f3h1,1465,79,90,1097,crushing hangingPiece middlegame short,https://lichess.org/ghWV3bAp#43,,,4
NBwml,6k1/p2Nq1p1/r5p1/3PN3/P1P2p2/8/2P2P2/5K1R b - - 0 34,a6a4 h1h8 g8h8 e5g6 h8h7 g6e7,1433,77,99,1948,advantage attraction endgame fork long sacrifice,https://lichess.org/DFkQTecc/black#68,,,6
sz5Mr,8/5pk1/8/PB2p3/1P2P3/2r2P1p/8/1KbR4 w - - 0 42,d1c1 c3c1 b1c1 h3h2,1511,76,67,138,advancedPawn crushing endgame master masterVsMaster short,https://lichess.org/fY5Ze7cs#83,,,4
ArQOg,8/p2q1p1k/1pn3pp/2P2p2/2N5/2P3QP/r3r1P1/3R1R1K b - - 0 26,e2g2 g3g2 d7d1 f1d1 a2g2 h1g2,1585,80,94,57,advantage long middlegame,https://lichess.org/u3KCMK2T/black#52,,,6
FfFK9,8/p7/6k1/1PQ2pp1/8/5P2/3q4/6K1 b - - 4 62,d2d7 c5c6 d7c6 b5c6,1431,78,84,334,crushing endgame queenEndgame short,https://lichess.org/7l88lgj0/black#124,,,4
nkatA,r2q1r1k/pbp3pp/1p1b4/8/2BP4/2B2p1R/P1P2PPP/3Q1RK1 b - - 1 17,f3g2 h3h7 h8h7 d1h5,1315,82,92,2316,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/L6HRmzuL/black#34,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,,4
oyPhH,r6k/pbR1NQpp/3p1n2/1p6/8/qP1n4/P4PPP/5RK1 b - - 0 21,d3e5 e7g6 h7g6 f7g7,1397,75,96,10244,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Sz1R6Pt6/black#42,,,4
uKjdb,3r2k1/6pp/p6P/2bN4/1p2r3/8/PP1B2P1/R2K1R2 w - - 2 31,d5f4 c5e3 f4d3 d8d3 d1e2 d3d2,1495,76,98,3130,advantage long middlegame,https://lichess.org/WKAY3Hhv#61,,,6
yGiwZ,5rk1/pp1b2pp/1q1p1b2/2rPPp2/8/1P1P1B2/PB1Q2PP/R4R1K b - - 0 19,f6e5 d3d4 c5c2 d2c2,1597,76,93,3245,crushing fork middlegame short,https://lichess.org/Nb5xZlht/black#38,Sicilian_Defense Sicilian_Defense_Closed,,4
r02kF,r1bqr3/p1p2kpp/1ppb1p2/5n2/8/1PNR1N2/PBPP1PPP/R4QK1 b - - 1 14,c8a6 d3d6 c7d6 f1a6,1509,77,93,2072,advantage discoveredAttack middlegame short,https://lichess.org/usdfgC7h/black#28,Ruy_Lopez Ruy_Lopez_Berlin_Defense,,4
NB8eu,4B3/2K5/1P6/5p1p/7k/5b2/8/8 b - - 1 57,f3a8 e8c6 a8c6 c7c6 f5f4 b6b7 f4f3 b7b8q,1437,77,94,1075,advancedPawn bishopEndgame crushing endgame promotion veryLong,https://lichess.org/IL0gfukk/black#114,,,8
7E5n7,8/8/8/pKP5/Pb6/8/2k5/8 b - - 4 64,c2b3 c5c6 b4d6 b5a5 b3c4 a5b6 d6g3 a4a5,1374,79,91,3156,bishopEndgame crushing defensiveMove endgame veryLong,https://lichess.org/mWWqwbNt/black#128,,,8
HYgN9,8/8/8/7p/4K1k1/8/6p1/5R2 w - - 0 55,f1g1 g4g3 g1e1 h5h4 e1b1 h4h3,1473,74,83,324,crushing endgame long quietMove rookEndgame,https://lichess.org/ajXgqvEX#109,,,6
9Ea5v,4r3/6p1/7p/p2p1p2/1k5P/1P1KBP2/6P1/2R5 w - - 3 32,c1c5 e8e3 d3e3 b4c5,1351,80,100,132,crushing endgame short,https://lichess.org/1Snjx4qe#63,,,4
enuPC,2b2k1r/p4p2/1p2p2q/8/3P4/2P3P1/PP3PQ1/R4RK1 w - - 3 27,f2f4 c8b7 d4d5 b7d5 a1d1 d5g2,1384,75,89,163,advantage endgame long,https://lichess.org/giT32zZW#53,,,6
HlJos,6k1/r4p2/6p1/q7/p7/2P4P/1PQ2PP1/R5K1 w - - 7 38,b2b3 a4b3 a1a5 b3c2 a5a7 c2c1q,1408,79,92,106,advancedPawn advantage endgame long promotion,https://lichess.org/9Yqk3SzA#75,,,6
vdBD0,1k6/2p3pp/2q4n/p3Q3/P7/8/2r2pPP/1R5K b - - 1 31,b8a8 e5a5 c6a6 a5a6,1425,83,61,47,endgame mate mateIn2 short,https://lichess.org/5HFlFqft/black#62,,,4
Lm1kl,3r2k1/1Q3ppp/4p3/p7/3n3q/1P4NP/P4PP1/2R3K1 w - - 0 25,b7e4 h4e4 g3e4 d4e2 g1f1 e2c1,1338,74,97,13218,crushing endgame fork long,https://lichess.org/zRVHJAYP#49,,,6
pz4y7,1k6/8/p1p1p3/B1P5/3P2pP/P4p1n/1r3P2/3Q2K1 w - - 0 43,g1h2 b2f2 h2h1 g4g3,1332,75,82,227,crushing endgame short,https://lichess.org/6iDOLx2r#85,,,4
T9Cz6,2r2k2/5pp1/7p/1p6/p3q3/R1R4P/3Q1PP1/4K3 w - - 1 35,c3e3 e4b1 e1e2 c8c2 a3c3 c2d2,1315,77,94,130,advantage endgame long pin,https://lichess.org/j3d2AHeU#69,,,6
1YkDi,4kb1r/r1pq1pp1/p1np1nbp/1p1Bp3/3PP1P1/P1N1B2P/1PPN1P2/R2QK2R b KQk - 0 15,e5d4 d5c6 d7c6 e3d4,1348,74,88,337,advantage capturingDefender intermezzo middlegame pin short,https://lichess.org/hVXyFwnF/black#30,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,,4
mOEKC,r1q1r1k1/pp3ppp/2b2b2/2Pn4/1P6/5N2/P1PQNPPP/R1BR2K1 w - - 7 17,a1b1 e8e2 d2e2 d5c3,1576,76,95,15557,advantage opening sacrifice short,https://lichess.org/yqEVhxMq#33,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation,,4
b2C6M,8/4P1R1/1p1K1k1P/pPp1r3/2P5/4p3/P7/8 w - - 1 40,d6d7 e3e2 e7e8q e5e8 d7e8 e2e1q,1469,74,98,13495,advancedPawn advantage attraction endgame long promotion rookEndgame,https://lichess.org/d5EQMrbE#79,,,6
5QTEK,1n1qr1k1/Q4ppp/5b2/8/4B1b1/3P1NP1/P1PK1P1P/1R6 b - - 6 18,e8e4 b1b8 g4c8 b8c8 d8c8 d3e4,1467,76,100,1329,advantage long middlegame pin,https://lichess.org/KrYr5o5S/black#36,Vienna_Game Vienna_Game_Other_variations,,6
J8nvG,r4r2/pR3pkp/4RnpN/6Q1/2pp4/P4P2/1Pq3PP/6K1 b - - 1 25,c2d1 g1f2 d1c2 e6e2 c2e2 f2e2,1590,74,90,439,advantage long middlegame pin,https://lichess.org/19Me9yrb/black#50,,,6
yh4tz,6k1/4Bp1p/p5p1/2p1P3/2b4R/P7/1r4rP/3R3K b - - 1 28,b2d2 d1d2 g2d2 h4c4,1324,77,64,188,advantage endgame short,https://lichess.org/UAojGpvu/black#56,,,4
jAYeA,r5k1/pp3p1p/4r3/3q4/2N2Q1p/3Bp3/PPP5/5RK1 b - - 3 29,e3e2 f4f7 g8h8 f7h7,1378,75,96,36406,master mate mateIn2 middlegame short,https://lichess.org/r5gLpnCi/black#58,,,4
wWeyw,r1b1kb1r/ppqp1ppp/4pn2/8/3QP3/P1N1B3/1PP2PPP/R3KB1R b KQkq - 2 8,f8c5 d4c5 c7c5 e3c5,1314,75,69,146,crushing opening short,https://lichess.org/WWM0AjyK/black#16,Sicilian_Defense Sicilian_Defense_Closed,,4
MEt98,r3kb1r/ppq3pp/2p1p1b1/3p4/2B3P1/8/PPPBQP1P/2KR3R w kq - 0 15,c4d5 c6d5 e2e6 f8e7,1366,76,83,230,crushing defensiveMove master middlegame short,https://lichess.org/4EqLw3rl#29,Scandinavian_Defense Scandinavian_Defense_Main_Line,,4
v2SbV,r4bR1/1p5k/n2pBr1B/p2Pp3/P1q5/8/1P1Q1P2/4K1R1 b - - 0 30,f8h6 d2h6 h7h6 g1h1 c4h4 h1h4,1591,78,95,11757,attraction exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/d7zlEllc/black#60,,,6
6OjVX,8/8/2K4p/2p3p1/1k4P1/1P5P/8/8 w - - 0 48,c6b6 c5c4 b3c4 b4c4,1343,76,87,600,crushing endgame pawnEndgame short,https://lichess.org/MWtQVZ6a#95,,,4
J1rhM,4R3/p1q2ppk/Qp6/7p/2Pr4/6P1/P4PKP/8 w - - 2 30,a6b5 c7b7 f2f3 d4d2 g2g1 b7f3,1503,75,98,5527,advantage deflection endgame long,https://lichess.org/9padWlYE#59,,,6
86Woj,2q4k/p5p1/1p5p/8/2nPBQ2/P5P1/6KP/8 w - - 3 37,e4f5 c8f5 f4f5 c4e3 g2f3 e3f5,1540,75,93,129,advantage attraction endgame fork long sacrifice,https://lichess.org/EQIWZjf1#73,,,6
QEiL6,7r/3k1p2/Qp1p1p1b/4pP2/PP2P3/6Pp/2q1N2P/R4RK1 w - - 1 23,a1d1 h6e3 g1h1 c2e4 f1f3 e4f3,1561,76,96,26768,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/K1zLzTBj#45,,,6
EJuS7,6k1/2p2pp1/8/3P4/Np3R2/1Pb3P1/3r3P/7K w - - 3 34,a4c3 b4c3 f4c4 c3c2,1373,74,96,14760,advancedPawn crushing endgame master short,https://lichess.org/JL9geRtu#67,,,4
6GQlV,2r2r1k/2P3pp/p7/1p1B1q2/4p3/6Pb/P2Q1P1P/2RR2K1 w - - 1 27,d5b7 f5f3 b7e4 f3e4,1349,116,85,13,advantage middlegame short,https://lichess.org/wX0Z9k7k#53,,,4
MzgDA,r3r1k1/pbp1bppp/2pn2q1/2Q5/5B2/2NN4/PPP2PPP/3RR1K1 w - - 16 17,c5b4 c6c5 b4b7 d6b7,1598,77,94,1325,advantage middlegame short,https://lichess.org/pgd0mg83#33,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,,4
JqwkU,r2q1rk1/3nbppp/b1p1pn2/p5B1/PppPP3/5NP1/1PQ1NPBP/R3R1K1 b - - 3 13,f6e4 g5e7 d8e7 c2e4,1466,77,86,489,advantage intermezzo middlegame short,https://lichess.org/5DCUODwS/black#26,Semi-Slav_Defense Semi-Slav_Defense_Other_variations,,4
HRunE,1r1r3k/p3p2p/6p1/2p2p2/2Pb4/P4PPb/R2BB2P/3R3K b - - 1 27,b8b2 a2b2 d4b2 d2c3 b2c3 d1d8,1498,76,94,2772,advantage discoveredAttack long middlegame,https://lichess.org/vDRJYLPh/black#54,,,6
RgX43,1r6/1rp2p2/p1Rb4/P2k1p2/KPRPp2p/4P2P/3B1PP1/8 b - - 8 47,d6b4 d2b4 b7b4 c4b4 b8b4 a4b4,1365,74,88,2872,crushing endgame long,https://lichess.org/smS23H7t/black#94,,,6
Elg4D,3r2rk/pp3p1p/2q2PpQ/2p1P3/2P5/N2n2R1/1P1R3P/6K1 b - - 5 29,c6e4 h6h7 h8h7 g3h3 e4h4 h3h4,1339,77,93,250,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nvkSIx5M/black#58,,,6
nLaSk,4r1k1/pp3pp1/3q1np1/2pP2N1/2P5/1P5P/P2Q1RP1/4rRK1 b - - 7 26,d6g3 f1e1 e8e1 d2e1,1339,76,87,525,advantage middlegame short,https://lichess.org/JsyZnyqm/black#52,,,4
sQS2K,5r1k/p4q1p/3Q2pP/3N4/2P1P3/1P1p4/P5PK/8 b - - 0 33,d3d2 d6e5 h8g8 d5e7 f7e7 e5e7,1590,75,92,693,crushing endgame long,https://lichess.org/BLD5s6XN/black#66,,,6
1AlX9,r5k1/pp1b1ppp/1q6/8/2Pp1P2/1Pb1rNPP/P1Q4R/2RK1BN1 w - - 6 22,h2e2 d4d3 c2c3 d3e2,1578,74,89,98,advancedPawn crushing fork middlegame short,https://lichess.org/FLzemoln#43,,,4
C2MkN,8/p7/4p3/3pP2k/P1pPp3/b1P1P1Kp/8/4B3 w - - 0 37,g3h3 a3c1 h3g2 c1e3,1488,74,89,1114,bishopEndgame crushing endgame short,https://lichess.org/5ZWyN2ni#73,,,4
xvRqS,7r/1kq2pp1/2p3p1/pp1p2N1/3P2B1/P6r/1PQB1bK1/R4R2 w - - 1 28,f1f2 c7g3 g2f1 h3h1,1465,123,81,20,crushing fork middlegame short,https://lichess.org/rUTDZgRU#55,,,4
f1OGJ,r6r/pbp1k3/1pnqp3/5p1Q/3P4/2PB3P/P4PPN/R3R1K1 w - - 5 20,h5g6 a8g8 g6e6 d6e6 e1e6 e7e6,1514,75,84,510,advantage long middlegame,https://lichess.org/f9i8CnCj#39,,,6
FBj18,r2r2k1/3p2b1/1pn1p1pp/pB2Pp2/P4P2/2B2R2/1P4PP/3R2K1 b - - 2 22,a8a7 b5c6 a7c7 c6b5,1476,75,86,330,crushing middlegame short,https://lichess.org/SMlChC66/black#44,,,4
Jiu6Y,r5k1/1p3ppp/p2Q1q2/2p1rP2/8/2P3P1/PP5P/3R1RK1 b - - 0 21,e5f5 f1f5 f6d6 d1d6,1314,78,94,1826,crushing endgame short,https://lichess.org/KKwrvOHs/black#42,,,4
bzlPJ,2b5/6k1/3q1r1p/5Pp1/3P4/3Q3P/2B3P1/5R1K w - - 3 37,d3c4 c8a6 c4a4 a6f1,1392,77,98,1791,advantage endgame short skewer,https://lichess.org/KohxjUYh#73,,,4
KOxGL,4r1k1/p7/Q3P2p/2q3pP/2N1p3/P1rpPP2/1p6/1K1R3R w - - 4 28,c4b2 c3a3 a6a3 c5a3,1355,134,75,34,advantage middlegame short,https://lichess.org/cR2XPD7b#55,,,4
